CustomerID,TotalQuantity,TransactionNum,AvgPurchaseAmount,TotalSpent,PercentReturned
12346,11,2,5.720000000000001,11.440000000000001,50.0
12347,2105,7,21.052912087912087,3831.63,0.0
12348,627,4,16.25258064516129,503.83,0.0
12349,600,1,18.5413698630137,1353.52,0.0
12350,196,1,17.764705882352942,302.0,0.0
12352,470,11,13.569052631578947,1289.06,10.526315789473683
12353,20,1,20.0,80.0,0.0
12354,489,1,16.99,985.42,0.0
12355,129,1,23.773076923076925,309.05,0.0
12356,999,3,34.97677966101695,2063.63,0.0
12357,2115,1,38.44022900763359,5035.67,0.0
12358,231,2,50.12894736842105,952.45,0.0
12359,1604,6,18.498858267716535,4698.71,2.3622047244094486
12360,1148,3,17.037364341085272,2197.82,0.0
12361,91,1,18.335,183.35,0.0
12362,2159,13,17.42890510948905,4775.52,2.9197080291970803
12363,383,2,23.07695652173913,530.77,0.0
12364,1292,4,13.841999999999999,1176.57,0.0
12365,173,3,13.756086956521738,316.39,4.3478260869565215
12367,132,1,13.627272727272727,149.9,0.0
12370,1573,4,18.203892215568864,3040.05,0.0
12371,570,2,24.515238095238097,1544.46,0.0
12372,729,3,22.340576923076924,1161.71,0.0
12373,190,1,23.364285714285717,327.1,0.0
12374,339,1,18.800909090909094,620.4300000000001,0.0
12375,170,3,20.986666666666665,377.76,5.555555555555555
12377,928,2,20.055324675324677,1544.26,0.0
12378,2164,1,17.335890410958903,3796.56,0.0
12379,380,3,19.40829268292683,795.74,2.4390243902439024
12380,1019,5,21.314285714285713,2238.0,0.9523809523809524
12381,760,6,16.212197802197803,1475.31,4.395604395604396
12383,1208,6,15.8378,1583.78,1.0
12384,121,3,14.235333333333333,427.06,10.0
12386,161,2,26.978,269.78000000000003,0.0
12388,1222,6,26.067600000000002,2606.76,0.0
12390,331,1,15.4375,494.0,0.0
12391,294,1,4.4942,449.42,0.0
12393,754,4,22.65625,1450.0,0.0
12394,306,2,24.58888888888889,663.9,0.0
12395,1495,15,14.950314465408804,2377.1,1.8867924528301887
12397,1225,2,17.283015873015874,2177.66,0.0
12398,1322,1,16.903058823529413,1436.76,0.0
12399,898,4,15.352203389830509,905.78,0.0
12401,11,1,13.330000000000002,66.65,0.0
12402,94,1,19.318181818181817,212.5,0.0
12403,69,2,48.708333333333336,292.25,16.666666666666664
12405,676,1,25.735925925925926,1389.74,0.0
12406,1622,3,27.98787037037037,3022.69,2.7777777777777777
12407,997,5,18.06896103896104,1391.31,0.0
12408,1208,9,20.82858407079646,2353.63,7.079646017699115
12409,2203,7,52.31070175438597,5963.42,4.385964912280701
12410,206,3,19.357499999999998,542.01,7.142857142857142
12412,767,3,19.003114754098362,1159.19,0.0
12413,281,5,16.48125,659.25,5.0
12414,234,3,23.012777777777778,414.23,0.0
12415,14623,26,41.86835475578406,32573.58,7.969151670951156
12417,1418,12,15.516262626262625,3072.22,3.0303030303030303
12418,374,1,19.23735294117647,654.07,0.0
12420,244,1,18.815862068965515,545.66,0.0
12421,453,5,14.583260869565219,670.83,2.1739130434782608
12422,369,3,17.827179487179485,695.26,0.0
12423,1310,9,13.617380952380952,1715.79,0.7936507936507936
12424,458,2,39.32833333333334,1179.8500000000001,0.0
12425,416,1,18.6825,672.57,0.0
12426,256,1,17.861,535.83,0.0
12427,246,5,18.32685714285714,641.4399999999999,11.428571428571429
12428,3266,12,20.919433333333334,6275.83,2.0
12429,1314,4,32.693917525773195,3171.31,0.0
12430,116,1,19.13,210.43,0.0
12431,2012,18,20.590083333333332,4941.62,1.6666666666666667
12432,1330,5,31.83888888888889,3438.6,0.0
12433,6846,7,24.602714285714285,10333.14,0.0
12434,372,4,14.11925925925926,762.44,7.4074074074074066
12435,792,2,100.70138888888889,3625.25,0.0
12436,206,1,27.6975,443.16,0.0
12437,2459,19,20.2271144278607,4065.65,0.4975124378109453
12438,1101,2,25.323367346938777,2481.69,0.0
12441,115,1,14.680000000000001,161.48000000000002,0.0
12442,176,1,12.4375,149.25,0.0
12444,1152,5,21.76813559322034,3852.96,0.0
12445,60,1,22.95,91.8,0.0
12446,352,1,16.282931034482758,944.41,0.0
12447,190,1,17.455384615384613,453.84,0.0
12448,239,1,15.083636363636362,331.84,0.0
12449,1550,4,20.072303664921467,3833.81,0.0
12450,110,2,21.072499999999998,168.57999999999998,0.0
12451,5214,6,21.35876056338028,7582.36,0.28169014084507044
12452,182,3,15.831304347826087,364.12,4.3478260869565215
12453,460,1,16.29767441860465,700.8,0.0
12454,136,2,19.869333333333334,596.08,50.0
12455,1209,6,19.052111111111113,1714.69,0.0
12456,1422,4,19.016666666666666,2453.15,3.10077519379845
12457,609,12,21.375588235294117,1453.54,7.352941176470589
12458,434,2,20.34631578947368,773.16,0.0
12461,286,2,19.109714285714286,668.84,0.0
12462,463,4,12.455694444444443,896.81,13.88888888888889
12463,755,7,13.80943181818182,1215.23,5.681818181818182
12464,112,8,26.53103448275862,769.4,0.0
12465,447,3,13.368431372549018,681.79,7.8431372549019605
12468,349,3,16.44975,657.99,5.0
12471,6133,49,24.197758945386063,12849.01,13.370998116760829
12472,3813,13,14.328925831202046,5602.61,13.299232736572892
12473,2042,9,14.064022346368715,2517.46,6.145251396648044
12474,4483,30,14.368621444201313,6566.46,7.2210065645514225
12475,399,1,18.39361111111111,662.17,0.0
12476,2153,20,20.59689393939394,5437.58,11.742424242424242
12477,3061,9,36.10107142857143,11119.130000000001,2.5974025974025974
12478,236,1,15.865,571.14,0.0
12479,350,3,12.758857142857144,446.56,11.428571428571429
12480,1435,4,17.491103896103898,2693.63,0.0
12481,2832,11,21.13995412844037,4608.51,0.45871559633027525
12483,958,13,22.123086419753086,1791.97,7.4074074074074066
12484,2076,8,11.234657142857143,3932.13,1.1428571428571428
12488,511,3,21.045272727272728,1157.49,0.0
12489,104,1,19.42733333333333,291.40999999999997,0.0
12490,2834,10,19.562571428571427,4792.83,0.0
12491,210,1,15.665384615384616,407.3,0.0
12492,189,2,12.131,242.62,0.0
12493,193,3,16.406521739130437,377.35,4.3478260869565215
12494,681,13,12.445833333333335,1045.45,8.333333333333332
12497,304,1,20.826428571428572,291.57,0.0
12498,159,3,16.306521739130435,375.05,0.0
12500,734,13,22.876615384615384,1486.98,6.153846153846154
12501,1613,2,12.334937499999999,1973.59,6.875000000000001
12502,793,5,19.796394557823128,2910.0699999999997,0.0
12503,-1,1,-8.45,-8.45,100.0
12504,49,4,5.5233333333333325,82.85,40.0
12505,-1,1,-4.5,-4.5,100.0
12506,23,1,3.1956521739130435,73.5,0.0
12507,325,4,23.735217391304346,545.91,4.3478260869565215
12508,272,2,5.772028985507246,398.27,0.0
12509,55,1,23.821428571428573,166.75,0.0
12510,326,2,23.588484848484846,778.42,0.0
12512,97,2,4.035,137.19,0.0
12513,445,2,14.967500000000001,538.83,2.7777777777777777
12514,439,1,19.188823529411764,978.63,0.0
12515,129,1,17.665625,282.65,0.0
12516,492,2,29.68923076923077,771.9200000000001,0.0
12517,1348,6,8.278986013986014,2367.79,0.6993006993006993
12518,1293,5,15.501935483870968,1922.24,0.0
12519,181,1,17.26611111111111,310.78999999999996,0.0
12520,1417,6,15.273935483870968,2367.46,1.935483870967742
12521,309,1,14.856052631578947,564.53,0.0
12522,116,2,14.145833333333334,169.75,0.0
12523,816,13,14.753454545454547,1622.88,3.6363636363636362
12524,2120,8,20.81576388888889,2997.47,0.0
12526,629,3,17.215492957746477,1222.3,0.0
12527,228,3,18.44388888888889,331.99,0.0
12528,738,8,17.51684210526316,1664.1,3.1578947368421053
12530,711,5,19.572205882352943,1330.91,2.941176470588235
12531,45,1,6.101176470588236,103.72,0.0
12532,152,1,20.646250000000002,330.34000000000003,0.0
12534,641,1,15.835873015873016,997.66,0.0
12535,218,2,20.91764705882353,711.2,0.0
12536,2548,5,14.377216117216117,3924.98,4.395604395604396
12538,189,1,17.005238095238095,357.11,0.0
12539,2053,5,18.677883211678832,5117.74,0.36496350364963503
12540,6077,19,22.822598752598754,10977.67,0.6237006237006237
12541,652,3,16.425192307692306,854.11,0.0
12544,132,2,15.830000000000002,316.6,5.0
12545,504,2,17.2024,860.12,0.0
12546,548,3,14.757,1032.99,1.4285714285714286
12547,129,2,20.45625,163.65,0.0
12548,49,1,15.129999999999999,75.64999999999999,0.0
12550,559,1,15.109473684210526,861.24,0.0
12551,100,1,16.8,168.0,0.0
12552,86,2,15.776499999999999,315.53,0.0
12553,1799,14,16.89811224489796,3312.03,2.5510204081632653
12556,357,2,4.883801652892561,590.9399999999999,0.0
12557,759,5,50.06333333333333,1652.09,0.0
12558,52,2,3.73,82.06,50.0
12559,250,3,20.42681818181818,449.39,4.545454545454546
12560,1051,4,17.58783783783784,1952.25,5.405405405405405
12561,169,1,14.718125,235.49,0.0
12562,1635,7,19.538095238095238,3282.4,0.0
12564,133,1,19.178571428571427,402.75,0.0
12565,75,2,13.116999999999999,131.17,10.0
12566,230,2,14.858,297.16,5.0
12567,4003,11,17.92550755939525,8299.51,3.6717062634989204
12569,1708,35,18.283350785340314,3492.12,1.5706806282722512
12571,489,2,14.767352941176469,502.09,0.0
12572,433,3,14.21983870967742,881.63,3.225806451612903
12573,84,1,5.680000000000001,159.04000000000002,0.0
12574,61,1,17.849999999999998,196.35,0.0
12576,935,6,14.114831460674157,1256.22,1.1235955056179776
12577,466,4,4.022972972972973,595.4,0.6756756756756757
12578,1149,4,20.272583333333333,2432.71,5.0
12579,270,3,12.247096774193547,379.65999999999997,6.451612903225806
12580,238,1,16.525,396.59999999999997,0.0
12581,159,1,12.388,185.82,0.0
12582,249,2,16.595909090909092,365.11,0.0
12583,3536,18,24.515258964143428,6153.33,1.593625498007968
12584,354,18,13.63888888888889,1718.5,23.809523809523807
12585,1046,4,16.994432989690722,1648.46,10.309278350515463
12586,76,2,14.830833333333336,177.97000000000003,8.333333333333332
12587,51,1,28.1125,112.45,0.0
12588,53,1,16.415,164.14999999999998,0.0
12589,303,2,16.160857142857143,565.63,0.0
12590,1485,3,58.642571428571436,4104.9800000000005,2.857142857142857
12591,226,1,14.911538461538461,387.7,0.0
12592,276,2,22.58888888888889,406.59999999999997,0.0
12593,206,3,19.0,399.0,0.0
12594,1535,11,25.564453781512604,3042.17,0.8403361344537815
12596,331,2,15.673333333333334,423.18,0.0
12597,1892,5,14.242102803738318,3047.81,3.7383177570093453
12598,1703,9,20.23593984962406,2691.38,0.7518796992481203
12599,875,7,14.238870967741935,882.81,0.0
12600,712,11,35.20446153846154,2288.29,1.5384615384615385
12601,230,6,15.915862068965517,461.56,3.4482758620689653
12602,162,1,12.176666666666668,146.12,0.0
12603,31,1,84.5,253.5,0.0
12604,196,2,15.0675,241.08,0.0
12605,-4,1,-2.5,-7.5,100.0
12607,247,2,0.8484158415841584,171.38,50.0
12609,590,3,16.95,1017.0,0.0
12610,1008,7,15.295315315315316,1697.78,4.504504504504505
12611,661,1,16.203692307692307,1053.24,0.0
12612,234,2,29.305714285714288,615.4200000000001,9.523809523809524
12613,1546,6,18.487975460122698,3013.54,6.134969325153374
12614,76,1,15.405000000000001,308.1,0.0
12615,1164,4,18.69657142857143,1963.14,0.0
12616,273,5,16.987499999999997,611.55,11.11111111111111
12617,213,1,8.393571428571429,352.53,0.0
12618,92,1,13.09818181818182,144.08,0.0
12619,1444,13,16.116631578947366,1531.08,5.263157894736842
12620,1022,3,13.532065217391304,1244.95,0.0
12621,5732,23,22.11379746835443,10481.94,1.4767932489451476
12622,69,1,14.331818181818182,157.65,0.0
12623,189,1,15.84222222222222,285.15999999999997,0.0
12624,352,2,15.69157894736842,596.28,0.0
12625,1444,3,24.415934065934064,2221.85,5.4945054945054945
12626,3218,13,18.67912052117264,5734.49,4.234527687296417
12627,2419,7,18.145043478260867,4173.36,0.0
12628,423,4,16.628372093023255,715.02,4.651162790697675
12630,544,2,16.4821875,1054.86,0.0
12631,234,1,16.541935483870965,512.8,0.0
12633,901,5,16.742233009708738,1724.45,1.9417475728155338
12635,1063,2,15.478217821782177,1563.3,0.0
12637,2923,10,14.572842639593908,5741.7,1.015228426395939
12638,555,1,13.733589743589745,535.61,0.0
12639,200,1,17.37272727272727,382.2,0.0
12640,310,3,19.049811320754717,1009.64,0.0
12641,71,1,15.37,153.7,0.0
12642,507,3,18.676808510638296,877.81,0.0
12643,434,6,39.492916666666666,947.83,0.0
12644,309,1,15.031935483870969,465.99,0.0
12645,993,5,21.363783783783784,1580.92,1.3513513513513513
12646,662,2,24.432444444444446,1099.46,0.0
12647,1106,13,20.815234375,2664.35,4.6875
12648,160,1,14.571428571428571,306.0,0.0
12649,411,4,16.466060606060605,543.38,6.0606060606060606
12650,250,1,13.583000000000002,271.66,0.0
12651,78,1,12.666666666666666,114.0,0.0
12652,495,2,16.27764705882353,830.16,5.88235294117647
12653,735,2,39.08255813953488,1680.55,0.0
12654,264,5,14.696842105263158,558.48,0.0
12656,1315,8,22.89376923076923,2976.19,3.076923076923077
12657,391,5,15.893035714285714,890.01,16.071428571428573
12658,317,1,18.03472222222222,649.25,0.0
12659,55,1,12.474,62.370000000000005,0.0
12660,114,1,17.46923076923077,227.1,0.0
12662,1989,12,15.584956896551724,3615.71,0.8620689655172413
12664,569,10,55.58078947368421,2112.07,2.631578947368421
12665,35,2,12.7375,50.95,25.0
12666,-24,1,-48.36,-96.72,100.0
12667,386,1,14.85878787878788,490.34000000000003,0.0
12668,1491,6,19.531190476190474,3281.24,4.166666666666666
12669,1085,4,14.640980392156862,1493.3799999999999,0.9803921568627451
12670,1225,6,27.93244680851064,2625.65,2.127659574468085
12672,78,1,22.589999999999996,225.89999999999998,0.0
12673,343,2,14.016666666666667,588.7,0.0
12674,970,7,17.736923076923077,1614.06,8.791208791208792
12676,629,6,24.41,1098.45,0.0
12678,3213,13,31.672215568862278,5289.26,1.1976047904191618
12679,382,9,14.482142857142858,811.0,14.285714285714285
12680,428,4,15.633846153846154,812.96,0.0
12681,6841,27,18.616408668730653,12026.2,1.238390092879257
12682,4894,31,19.746685714285714,10367.01,0.0
12683,4300,20,18.982734806629836,6871.75,4.972375690607735
12684,1602,7,18.149714285714285,1905.72,0.0
12685,1481,6,17.06343949044586,2678.96,0.0
12686,104,1,11.19,78.33,0.0
12688,2341,1,22.32076023391813,3816.85,0.0
12689,625,2,16.228472222222223,1168.45,0.0
12690,106,1,21.322499999999998,341.15999999999997,0.0
12691,306,6,25.884375,828.3,0.0
12693,249,6,18.175853658536585,745.21,4.878048780487805
12694,473,2,19.786216216216214,732.0899999999999,0.0
12695,205,4,21.340370370370373,576.19,0.0
12697,435,5,17.266744186046513,742.47,4.651162790697675
12700,2813,6,16.589814814814815,4479.25,0.7407407407407408
12701,648,2,13.814716981132076,732.1800000000001,0.0
12702,53,1,17.45416666666667,209.45000000000002,0.0
12703,161,2,12.052272727272726,265.15,4.545454545454546
12704,801,10,17.622,1585.98,2.2222222222222223
12705,3731,14,18.060201149425286,6284.95,4.022988505747127
12707,256,1,17.23090909090909,568.62,0.0
12708,1256,16,13.708793103448276,2385.33,9.770114942528735
12709,3227,26,30.16579766536965,7752.61,19.06614785992218
12710,824,4,13.22886075949367,1045.08,2.5316455696202533
12712,1014,17,27.706197183098592,3934.28,6.338028169014084
12713,495,1,20.78736842105263,789.92,0.0
12714,2932,5,16.73876447876448,4335.34,0.0
12715,196,1,13.831904761904761,290.46999999999997,0.0
12716,674,2,14.39304347826087,993.12,0.0
12717,503,3,14.701607142857142,823.29,1.7857142857142856
12718,201,1,11.34578947368421,215.57,0.0
12719,357,3,13.151190476190477,552.35,7.142857142857142
12720,4029,29,14.216908077994429,5103.87,1.392757660167131
12721,1824,7,14.530121951219513,2382.94,1.8292682926829267
12722,542,6,15.134912280701755,862.69,7.017543859649122
12723,418,5,9.594057971014493,661.99,0.0
12724,444,4,18.363396226415095,973.26,0.0
12725,163,1,16.16875,388.05,0.0
12726,2080,7,16.052258064516128,1990.48,0.0
12727,1847,9,24.88397163120567,3508.64,1.4184397163120568
12728,391,4,15.881086956521738,730.53,0.0
